"SITE_ID","DATE"
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-10
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR068",2017-06-23
"TR073",2016-10-05
"TR073",2016-10-05
"TR073",2016-10-05
"TR073",2016-10-05
"TR073",2016-10-05
"TR073",2016-10-13
"TR073",2016-10-13
"TR073",2016-10-13
"TR073",2016-10-13
"TR073",2016-10-13
"TR073",2016-10-13
"TR073",2016-10-13
"TR073",2016-10-13
"TR073",2016-10-19
"TR073",2016-10-19
"TR073",2016-10-19
"TR073",2016-10-19
"TR073",2016-10-19
"TR073",2016-10-19
"TR073",2016-10-27
"TR073",2016-10-27
"TR073",2016-10-27
"TR073",2016-10-27
"TR073",2016-10-27
"TR073",2016-10-27
"TR073",2016-10-27
"TR073",2016-10-27
"TR073",2016-11-08
"TR073",2016-11-08
"TR073",2016-11-08
"TR073",2016-11-08
"TR073",2016-11-08
"TR073",2016-11-08
"TR073",2016-11-08
"TR073",2016-11-08
"TR073",2016-11-13
"TR073",2016-11-13
"TR073",2016-11-13
"TR073",2016-11-13
"TR073",2016-11-13
"TR073",2016-11-13
"TR073",2016-11-13
"TR073",2016-11-22
"TR073",2016-11-22
"TR073",2016-11-22
"TR073",2016-11-22
"TR073",2016-11-22
"TR073",2016-11-22
"TR073",2016-11-22
"TR073",2016-12-03
"TR073",2017-04-28
"TR073",2017-06-01
"TR073",2017-06-01
"TR073",2017-06-01
"TR073",2017-06-01
"TR075",2016-10-13
"TR075",2016-10-19
"TR075",2016-10-19
"TR075",2016-10-27
"TR075",2016-11-10
"TR075",2016-11-10
"TR075",2016-11-22
"TR075",2016-11-22
"TR075",2016-11-22
"TR075",2016-11-22
"TR075",2017-04-11
"TR075",2017-04-28
"TR075",2017-05-17
"TR075",2017-05-17
"TR075",2017-06-01
"TR075",2017-06-01
"TR075",2017-06-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-01
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-10-19
"TR056",2015-11-13
"TR056",2015-11-13
"TR056",2015-11-13
"TR056",2015-11-13
"TR056",2015-11-28
"TR056",2015-11-28
"TR056",2015-11-28
"TR056",2015-12-08
"TR056",2016-01-22
"TR056",2016-01-22
"TR056",2016-01-22
"TR056",2016-01-22
"TR056",2016-01-22
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-12
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-02-26
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-07
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-03-24
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-04-08
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-01
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-13
"TR056",2016-05-25
"TR056",2016-05-25
"TR056",2016-05-25
"TR056",2016-05-25
"TR056",2016-05-25
"TR056",2016-05-25
"TR056",2016-06-06
"TR056",2016-06-06
"TR056",2016-06-06
"TR056",2016-06-19
"TR056",2016-06-19
"TR056",2016-06-19
"TR056",2016-06-19
"TR056",2016-06-19
"TR056",2016-06-19
"TR056",2016-06-19
"TR056",2016-10-01
"TR056",2016-10-01
"TR056",2016-10-01
"TR056",2016-10-01
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-10-22
"TR056",2016-11-06
"TR056",2016-11-06
"TR056",2016-11-06
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-11-20
"TR056",2016-12-11
"TR056",2016-12-11
"TR056",2016-12-11
"TR056",2016-12-11
"TR056",2017-02-20
"TR056",2017-02-20
"TR056",2017-02-20
"TR056",2017-02-20
"TR056",2017-02-20
"TR056",2017-03-08
"TR056",2017-03-08
"TR056",2017-03-08
"TR056",2017-03-08
"TR056",2017-03-08
"TR056",2017-03-08
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-03-27
"TR056",2017-04-14
"TR056",2017-04-14
"TR056",2017-05-12
"TR056",2017-05-12
"TR056",2017-05-12
"TR056",2017-05-12
"TR056",2017-05-12
"TR056",2017-05-12
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-05-30
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR056",2017-06-02
"TR064",2016-05-30
"TR064",2016-07-10
"TR062",2016-05-08
"",NA
"TR062",2016-05-08
"",NA
"TR062",2016-05-30
"",NA
"TR062",2016-05-30
"",NA
"TR062",2016-05-30
"",NA
"TR062",2016-07-10
"",NA
"TR063",2016-05-08
"",NA
"TR063",2016-05-30
"",NA
"TR063",2016-11-17
"",NA
"TR055",2015-04-30
"TR055",2015-04-30
"TR055",2015-04-30
"TR055",2015-04-30
"TR055",2015-04-30
"TR055",2015-04-30
"TR055",2015-05-20
"TR055",2015-05-20
"TR055",2015-05-20
"TR055",2015-07-22
"TR055",2016-02-16
"TR055",2016-02-16
"TR055",2016-05-20
"TR055",2016-05-20
"TR055",2016-11-10
"TR055",2016-11-17
"TR055",2016-11-17
"TR055",2017-04-10
"TR055",2017-04-10
"TR055",2017-04-27
"TR009",2010-02-02
"TR009",2010-02-02
"TR009",2010-02-02
"TR009",2010-02-02
"TR009",2010-02-02
"TR009",2010-02-02
"TR009",2010-02-02
"TR009",2011-02-12
"TR009",2011-02-12
"TR009",2011-02-12
"TR009",2011-02-12
"TR009",2011-05-01
"TR009",2011-05-01
"TR009",2011-05-01
"TR009",2011-05-01
"TR009",2012-02-04
"TR009",2012-05-03
"TR009",2012-05-03
"TR009",2012-05-03
"TR009",2012-05-03
"TR009",2012-05-03
"TR009",2012-05-03
"TR009",2012-05-12
"TR009",2012-05-12
"TR009",2012-05-12
"TR009",2012-05-12
"TR009",2012-06-10
"TR009",2012-06-10
"TR009",2013-01-19
"TR009",2013-01-19
"TR009",2013-01-19
"TR009",2013-02-09
"TR009",2016-10-28
"TR009",2016-10-28
"TR009",2016-10-28
"TR009",2016-10-28
"TR009",2016-10-28
"TR009",2016-10-28
"TR009",2016-11-19
"TR009",2016-11-19
"TR009",2016-11-19
"TR009",2016-11-19
"TR009",2016-11-19
"TR009",2016-11-26
"TR009",2016-11-26
"TR009",2016-11-26
"TR009",2016-11-26
"TR009",2016-11-26
"TR009",2016-11-26
"TR009",2016-12-03
"TR009",2016-12-03
"TR009",2016-12-03
"TR009",2017-02-11
"TR009",2017-02-25
"TR009",2017-03-14
"TR009",2017-03-14
"TR009",2017-03-14
"TR009",2017-03-28
"TR009",2017-03-28
"TR009",2017-03-28
"TR009",2017-03-28
"TR009",2017-03-28
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR009",NA
"TR060",2016-02-07
"TR060",2016-02-07
"TR060",2016-02-07
"TR060",2016-02-07
"TR060",2016-02-07
"TR060",2016-02-07
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-18
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-02-25
"TR060",2016-03-11
"TR060",2016-03-11
"TR060",2016-03-11
"TR060",2016-03-11
"TR060",2016-03-11
"TR060",2016-03-11
"TR060",2016-03-11
"TR060",2016-03-30
"TR060",2016-03-30
"TR060",2016-03-30
"TR060",2016-03-30
"TR060",2016-05-13
"TR060",2016-05-13
"TR060",2016-08-30
"TR060",2016-08-30
"TR060",2016-08-30
"TR060",2016-08-30
"TR060",2016-08-30
"TR060",2016-08-30
"TR060",2016-08-30
"TR060",2016-09-27
"TR060",2016-09-27
"TR060",2016-09-27
"TR060",2016-09-27
"TR060",2016-09-27
"TR060",2016-09-27
"TR060",2016-09-27
"TR060",2016-10-11
"TR060",2016-10-11
"TR060",2016-10-11
"TR060",2016-10-11
"TR060",2016-10-11
"TR060",2016-10-11
"TR060",2016-10-11
"TR060",2016-10-19
"TR060",2016-10-19
"TR060",2016-10-19
"TR060",2016-10-19
"TR060",2016-10-19
"TR060",2016-10-19
"TR060",2016-10-19
"TR060",2016-10-19
"TR060",2016-10-19
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-11
"TR060",2016-11-21
"TR060",2016-11-21
"TR060",2016-11-21
"TR060",2016-11-21
"TR060",2016-11-21
"TR060",2016-11-21
"TR060",2016-11-21
"TR060",2017-01-06
"TR060",2017-01-06
"TR060",2017-01-06
"TR060",2017-01-06
"TR060",2017-01-30
"TR060",2017-05-16
"TR060",2017-05-16
"TR060",2017-05-16
"TR060",2017-05-16
"TR060",2017-06-01
"TR060",2017-06-01
"TR060",2017-06-01
"TR061",2016-02-07
"TR061",2016-02-07
"TR061",2016-02-07
"TR061",2016-02-07
"TR061",2016-02-07
"TR061",2016-02-07
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-18
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-02-25
"TR061",2016-03-11
"TR061",2016-03-11
"TR061",2016-03-11
"TR061",2016-03-11
"TR061",2016-03-30
"TR061",2016-03-30
"TR061",2016-03-30
"TR061",2016-05-13
"TR061",2016-05-13
"TR061",2016-05-13
"TR061",2016-05-13
"TR061",2016-09-27
"TR061",2016-09-27
"TR061",2016-09-27
"TR061",2016-09-27
"TR061",2016-09-27
"TR061",2016-10-11
"TR061",2016-10-11
"TR061",2016-10-11
"TR061",2016-10-11
"TR061",2016-10-19
"TR061",2016-10-19
"TR061",2016-10-19
"TR061",2016-10-19
"TR061",2016-10-19
"TR061",2016-11-11
"TR061",2016-11-11
"TR061",2016-11-11
"TR061",2016-11-11
"TR061",2016-11-11
"TR061",2016-11-21
"TR061",2016-11-21
"TR061",2016-11-21
"TR061",2016-11-21
"TR061",2016-12-19
"TR061",2016-12-19
"TR061",2017-01-06
"TR061",2017-01-06
"TR061",2017-01-06
"TR061",2017-01-06
"TR061",2017-04-12
"TR061",2017-05-16
"TR061",2017-05-16
"TR061",2017-06-01
"TR061",2017-06-01
"TR061",2017-06-01
"TR058",2016-01-31
"TR058",2016-01-31
"TR058",2016-01-31
"TR058",2016-01-31
"TR058",2016-01-31
"TR058",2016-01-31
"TR058",2016-02-07
"TR058",2016-02-07
"TR058",2016-02-07
"TR058",2016-02-07
"TR058",2016-02-07
"TR058",2016-02-07
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-18
"TR058",2016-02-25
"TR058",2016-02-25
"TR058",2016-02-25
"TR058",2016-02-25
"TR058",2016-02-25
"TR058",2016-02-25
"TR058",2016-02-25
"TR058",2016-02-25
"TR058",2016-02-25
"TR058",2016-03-11
"TR058",2016-03-11
"TR058",2016-03-11
"TR058",2016-03-11
"TR058",2016-03-11
"TR058",2016-03-30
"TR058",2016-03-30
"TR058",2016-05-13
"TR058",2016-05-13
"TR058",2016-08-30
"TR058",2016-08-30
"TR058",2016-10-11
"TR058",2016-10-11
"TR058",2016-10-11
"TR058",2016-10-11
"TR058",2016-10-11
"TR058",2016-10-11
"TR058",2016-10-11
"TR058",2016-10-19
"TR058",2016-10-19
"TR058",2016-10-19
"TR058",2016-10-19
"TR058",2016-10-19
"TR058",2016-10-19
"TR058",2016-10-19
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-11
"TR058",2016-11-21
"TR058",2016-11-21
"TR058",2016-11-21
"TR058",2016-11-21
"TR058",2016-11-21
"TR058",2016-11-21
"TR058",2016-11-21
"TR058",2016-11-21
"TR058",2016-11-21
"TR058",2016-12-19
"TR058",2017-01-06
"TR058",2017-04-12
"TR058",2017-04-12
"TR058",2017-05-16
"TR058",2017-05-16
"TR058",2017-05-16
"TR058",2017-06-01
"TR058",2017-06-01
"TR058",2017-06-01
"TR058",2017-06-01
"TR058",2017-06-01
"TR058",2017-06-01
"TR058",2017-06-01
"TR059",2016-01-31
"TR059",2016-01-31
"TR059",2016-01-31
"TR059",2016-01-31
"TR059",2016-01-31
"TR059",2016-01-31
"TR059",2016-02-07
"TR059",2016-02-07
"TR059",2016-02-07
"TR059",2016-02-07
"TR059",2016-02-07
"TR059",2016-02-07
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-18
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-02-25
"TR059",2016-03-11
"TR059",2016-03-11
"TR059",2016-03-11
"TR059",2016-03-11
"TR059",2016-03-11
"TR059",2016-03-11
"TR059",2016-03-11
"TR059",2016-03-11
"TR059",2016-03-11
"TR059",2016-03-30
"TR059",2016-03-30
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-05-13
"TR059",2016-08-30
"TR059",2016-08-30
"TR059",2016-09-27
"TR059",2016-09-27
"TR059",2016-09-27
"TR059",2016-09-27
"TR059",2016-09-27
"TR059",2016-10-11
"TR059",2016-10-11
"TR059",2016-10-11
"TR059",2016-10-11
"TR059",2016-10-11
"TR059",2016-10-11
"TR059",2016-10-19
"TR059",2016-10-19
"TR059",2016-10-19
"TR059",2016-10-19
"TR059",2016-11-11
"TR059",2016-11-11
"TR059",2016-11-11
"TR059",2016-11-11
"TR059",2016-11-11
"TR059",2016-11-11
"TR059",2016-11-11
"TR059",2016-11-21
"TR059",2016-11-21
"TR059",2016-11-21
"TR059",2016-11-21
"TR059",2016-11-21
"TR059",2016-11-21
"TR059",2016-11-21
"TR059",2017-01-30
"TR059",2017-04-12
"TR059",2017-05-16
"TR059",2017-05-16
"TR059",2017-06-01
"TR059",2017-06-01
"TR059",2017-06-01
